"prompt_original_en","descripcion_original_en","prompt_traducido_es","descripcion_traducida_es","prompt_procesado_es","descripcion_procesada_es"
"a woman in a white dress and hat walking down a path, carrying a tray, ethiopian, sri lankan landscape, 1990s photograph, white shirts, 1990 photograph, 1987 photograph, 1980s photograph, cuban women in havana, bolivian cholitas, sri lanka, assamese aesthetic, workers","Así lucía #Uxmal la primera vez que la redescubrieron en una expedición entre 18581860??

??Claude-Joseph Désiré Charnay","a woman in a white dress and hat walking down a path, carrying a tray, ethiopian, sri lankan landscape, 1990s photograph, white shirts, 1990 photograph, 1987 photograph, 1980s photograph, cuban women in havana, bolivian cholitas, sri lanka, assamese aesthetic, workers","Así Lucía #uxmal la Primera Vez que la Redescubrieron en una expediciónica en entre 1858 1860 ??

?? Claude-Joseph Désiré Charnay","woman white dress hat walking path carrying tray ethiopian sri lankan landscape 1990s photograph white shirts 1990 photograph 1987 photograph 1980s photograph cuban women havana bolivian cholitas sri lanka assamese aesthetic workers","asi lucia primera vez redescubrieron expedicionica entre 1858 1860 claude joseph desire charnay"
"a police officer stands guard on the side of a road as cars pass by, the last v 8 interceptor, triumph, cars and people, 5 hotrods driving down a street, the car is corvette c2 1969, de tomaso, corvette c2 1969, andrew tate driving a bugatti, police tesla, chase scene, cobra","Ya sea en piedra, jade o arcilla, déjate maravillar por las artesanías que Los Ceibos tienen para ofrecerte. Visita su taller en Muna, y descubre el talento de esta familia de artesanos en cada una de sus piezas. 
#QuédateEnYucatán
#365DíasEnYucatán

Más información en: https://yucatan.travel/experiencia/121-artista-en-vasijas-prehispanicas/","a police officer stands guard on the side of a road as cars pass by, the last v 8 interceptor, triumph, cars and people, 5 hotrods driving down a street, the car is corvette c2 1969, de tomaso, corvette c2 1969, andrew tate driving a bugatti, police tesla, chase scene, cobra","Ya Sea En Piedra, Jade O Arcilla, Déjate Maravillar por Las Artesanías que los Ceibos Tienen para de la recreación. VisitA Su Taller en Muna, y Descubre El Talento de Esta Familia de Artesanos en Cada una de sus piezas. 
#Quédateenyucatán
#365díaasenyucatán

MÁS INFORMACIÓN EN: https://yucatan.travel/experiencia/121-artista-en-vasijas-prehispanicas/","police officer stands guard side road cars pass by last v interceptor triumph cars people hotrods driving street car corvette c2 1969 tomaso corvette c2 1969 andrew tate driving bugatti police tesla chase scene cobra","ya sea piedra jade arcilla dejate maravillar artesanias ceibos tienen recreacion taller descubre talento familia artesanos cada sus piezas queda teen 365 dia as informacion https travel experiencia 121 artista vasijas prehispanicas"
"a bird flying over a forest filled with trees, huginn and muninn flying above, flying birds in distance, an eagle flying, sri lankan landscape, a spotted dove flying, birds flying in the distance, flying birds in the distance, birds flying away, birds in flight, birds and trees, birds on sky, jungle in background, birds flying in the sunlight","Muy pronto, nuevo espectáculo de Luz y sonido. Esperalo.  ECOS DE UXMAL","Un pájaro que volaba sobre un bosque lleno de árboles, Huginn y Muninn volando por encima, volando pájaros a distancia, un águila volando, un paisaje de Sri Lanka, una paloma manchada volando, aves que vuelan en la distancia, a las aves voladoras en la distancia, aves volando, aves en las aves, pájaros, aves en el cielo, jungla en el fondo, pájaros volando en el flujo solar en la luz solar.","Muy Pronto, Nuevo Eppectáculo de Luz y Sonido. Espera.  Ecos de uxmal","pajaro volaba sobre lleno arboles huginn muninn volando encima volando pajaros distancia aguila volando paisaje sri lanka paloma manchada volando aves vuelan distancia aves voladoras distancia aves volando aves aves pajaros aves cielo pajaros volando flujo solar luz solar","muy pronto nuevo eppectaculo luz sonido espera ecos"
"a brick walkway with a sign that says ` ` ` `, partly cloudy sky, the planet, plants environment, partly cloudy day, big planet on background, big disc of planet, planet in the sky, planet, parks and public space, bangalore, parks and monuments, sunny clear sky, panoramic photography, vibrant greenery outside, park background, clear sky above","Arte Maya los ceibos. A tu paso por Uxmal visita Muna.  Tendrás la oportunidad de ver y poder comprar reproducciones prehispánicas.  Encuéntralos en calle 13 x 26 y 28 Muna. CP 97840","Una pasarela de ladrillo con un letrero que dice `` ``, cielo parcialmente nublado, el planeta, el entorno de las plantas, el día parcialmente nublado, el gran planeta en el fondo, el gran disco de planeta, el planeta en el cielo, el planeta, los parques y el espacio público, Bangalore, parques y monumentos, cielo soleado y claro, fotografía panorámica, videos vibrantes afuera, fondo de parque, cielo despejado por encima","Arte Maya Los Ceibos. A Tu Paso por uxmal visita muna.  Tenderrás la oportunidad de ver y poder compromenta reproducciones prehispánicas.  Encuéntralos en Calle 13 x 26 y 28 muna. CP 97840","pasarela ladrillo letrero dice cielo parcialmente nublado planeta entorno plantas dia parcialmente nublado planeta disco planeta planeta cielo planeta parques espacio publico bangalore parques monumentos cielo soleado claro panoramica videos vibrantes afuera parque cielo despejado encima","arte ceibos tu paso tenderras oportunidad poder compromenta reproducciones prehispanicas encuentralos calle 13 x 26 28 cp 97840"
"a group of mushrooms, ancient alien head stone statues, stone colossus remains, stone statues, megaliths, the three moiras, distopia megaliths, broken statues, ancient astronauts, 3rd century bc, weathered artifacts, brancusi, ancient gods, hellenistic sculptures, hexagonal stones, helmet of a forgotten deity","Uxmal vuelve a abrir sus puertas hoy 22 de marzo.  Visita Uxmal de 8:00 am hasta 4:00 PM para la venta de boletos y como último acceso.  Cierra a las 5:00 Pm","Un grupo de hongos, antiguas estatuas de piedra de la cabeza alienígena, restos de coloso de piedra, estatuas de piedra, megalitos, tres moiras, megalitos de la distopía, estatuas rotas, astronautas antiguas, siglo III a.","Uxmal Vuelve A Abrir Sus Puertas Hoy 22 de Marzo.  Visita Uxmal de 8:00 a.m. Hasta 4:00 pm Para la Venta de Boletos y como ÚlTiMo Acceso.  Cierra a Las 5:00 pm","grupo hongos estatuas cabeza alienigena restos coloso estatuas megalitos tres moiras megalitos distopia estatuas rotas astronautas siglo iii a","vuelve abrir sus puertas hoy 22 marzo 8 00 a m hasta 4 00 pm venta boletos ultimo acceso cierra 5 00 pm"
"a black and white photo of a ruined building, destroyed buildings, destroyed castle, ww1 film photo, taken on a ww 1 camera, destroyed church, an atom bomb explosion in mumbai, collapsed buildings, black and white matte painting, ww1 photo, kremlin towers are destroyed, destroyed human structures, destroyed monastery, 1920s archeologically photo, restored photo","Uxmal en 1946","Una foto en blanco y negro de un edificio en ruinas, edificios destruidos, castillo destruido, foto de película de la Primera Guerra Mundial, tomada en una cámara de la Segunda Guerra Mundial, Iglesia destruida, una explosión de bombas atómicas en Mumbai, edificios colapsados, pintura mate en blanco y negro, foto de la Segunda Guerra Mundial, Torres de Kremlin, destruidas, estructuras humanas destruidas, destruidas con monastería, foto arqueológica de la década de 1920, foto arqueada, restaurada con la foto, restaurada con la foto, restaurada con la foto, restaurada, restaurado","Uxmal en 1946","edificios destruidos castillo destruido pelicula primera guerra mundial camara segunda guerra mundial iglesia destruida explosion bombas atomicas mumbai edificios colapsados pintura mate segunda guerra mundial torres kremlin destruidas humanas destruidas monasteria arqueologica arqueada restaurada restaurada restaurado","1946"
"a view of a building from a window, vhs footage still, film screenshot, taken on a 1960s kodak camera, taken on 1970s kodak camera, 8 mm film still, screenshot of found footage, vhs footage of a movie set, ancient ruins in the background, color film still 1 9 7 7, from inside the giant palace","Uxmal en 1950","Una vista de un edificio desde una ventana, metraje VHS, Captura de pantalla de película, tomada en una cámara Kodak de la década de 1960, tomada en la cámara Kodak de los años 70, una película de 8 mm todavía, captura de pantalla de imágenes encontradas, imágenes VHS de un conjunto de películas, ruinas antiguas en el fondo, película de color todavía 1 9 7, desde el interior del palacio gigante.","Uxmal en 1950","vista desde ventana metraje vhs captura pantalla pelicula camara kodak 1960 camara kodak anos 70 pelicula mm todavia captura pantalla encontradas vhs conjunto peliculas pelicula color todavia desde interior","1950"
"a 360 lens of a person on a skateboard, in ancient city ruins, maya temples, epic vista of old ruins, ancient city ruins, at an ancient city, ancient ruins in the background, trampling an ancient city, beautiful ancient ruins behind, 3 6 0 capture, ancient city, ancient ruins behind, standing before ancient ruins, solar eclipse","Sigue explorando Uxmal y sus pueblos vecinos, cómo Muna y Santa Elena.  Recuerda somos un grupo de locales y te queremos ayudar a planificar mejor tu viaje por nuestras tierras mayas, escríbenos te brindamos asesoría y recomendaciones totalmente gratis. ?? 
#uxmaltravel  #uxmalyucatan  #visituxmal #vist_uxmal?????","Una lente 360 ​​de una persona en una patineta, en ruinas de la ciudad antiguas, templos mayas, vista épica de viejas ruinas, ruinas antiguas de la ciudad, en una ciudad antigua, ruinas antiguas en el fondo, pisoteando una ciudad antigua, hermosas ruinas antiguas detrás, 3 6 0 Captura, antigua ciudad, antiguas ruinas detrás, ruinas antiguas, ruinas solares, ruidos solares solares","Sigue Explorando Uxmal y Sus Pueblos Vecinos, Cómo Muna y Santa Elena.  Recuerda Somos un Grupo de Locales y Te Queremos ayuda un planificar mejor tu viaje por nuestras tierras mayas, escríbenos te brindamos asesoría y recomendacaciones totales de valor. ? 
#uxmaltravel #uxmalyucatan #visituxmal #vist_uxmal ?????","lente 360 persona patineta vista epica viejas pisoteando captura solares ruidos solares","sigue explorando sus pueblos vecinos santa elena recuerda somos grupo locales te queremos ayuda planificar mejor tu viaje nuestras tierras mayas escribenos te brindamos asesoria recomendacaciones totales valor travel visit vi st"
"a newspaper clipping of a man and woman, circa 1982, circa 1 9 7 9, circa 1 9 8 4, circa 1970, 1 9 7 8, 1978, 1 9 8 1, 1981, 1977, 1 9 7 7, circa 1 9 6 9, circa 1969","Si visitas UXMAl de regreso puedes pasar a visitar Muna,  se encuentra camino a uxmal y en ella puedes adquirir diversos productos y servicios.. desde snacks en el super mercado hasta frutas y verduras frescas en su mercado local, servicios de  hospedaje, tours a grutas, vistas panorámicas desde el cerro más alto de Yucatán, y si viajas de Mérida a Uxmal y no encuentras Autobús para llegar con la línea SUR usted puede tomar otro autobús de nombre Mayab y pedirá desender en el poblado de Muna y desde el Centro tomar un taxy para Uxmal. ??? En este timelapse podrás observar el camino de uxmal a Muna 16 Km en 30 segundos.","Un recorte de periódicos de un hombre y mujer, alrededor de 1982, circa 1 9 7 9, circa 1 9 8 4, circa 1970, 1 9 7 8, 1978, 1 9 8 1, 1981, 1977, 1 9 7, circa 1 9 6 9, circa 1969","Si visitas uxmal de regueso Puedes pasar A Visitar Muna, Se Encuentra Camino A Uxmal y En El Pluedes adquirir Diversos Productos y Servicios .. Desde Snacks En El Super Mercado Hasta Frutas y Verduras Frescas en Su Mercado Local, Servicios de Hospedaje, Tours a Gras, Vista, Vierduras, en su Mercado. Cerro Más Alto de Yucatán, y si Vijas de Mérida A uxmal y no Encuentras Autobús para llegar con la línea sur Usted Puede Tomar Otro Autobús de Nombre Mayab y Pedirá Desender en el Poblado de Muna y desde el Centro Tomar Un taxy Uxmal. ???? ESTE TIMELAPSE PODRÁS Observar El Camino de Uxmal A Muna 16 km EN 30 SEgundos.","recorte periodicos mujer alrededor 1982 circa circa 4 circa 1970 1978 1981 1977 circa circa 1969","si visitas regueso puedes pasar visitar encuentra camino pluedes adquirir diversos productos servicios snacks super mercado hasta frutas verduras frescas mercado local servicios hospedaje tours gras vista vierduras mercado cerro alto si vijas merida encuentras autobus llegar linea sur usted puede tomar otro autobus nombre mayab pedira desender poblado centro tomar taxy timelapse podras observar camino 16 km 30 segundos"
"a painting on a wall in a building, symmetrical painting, aztec iconography, intricate design pop art, intricate symmetrical artwork, nazca design, symmetrical artwork, illusion painting hidden image, wall painting, mexican muralism ) ravi supa, symbolic mural, unique and intricate painting, intricate mural, intricate painting, coherent symmetrical artwork","Uxmal en 1939 ?????","Una pintura en una pared en un edificio, pintura simétrica, iconografía azteca, arte pop intrincado, obra de arte simétrica intrincada, diseño de Nazca, obras de arte simétricos, pintura de ilusión oculta imagen, pintura de pared, muralismo mexicano) Ravi Supa, síndico, monalero, sínteco, pintura única e intrincada, intrincada Mural, pintura intrincada, simmétrica arte simmétrico de arte symétrico.","Uxmal en 1939 ?????","pintura pintura simetrica iconografia arte pop intrincado obra arte simetrica intrincada diseno nazca obras arte simetricos pintura ilusion oculta imagen pintura muralismo mexicano ravi supa sindico monalero sinteco pintura unica e intrincada mural pintura intrincada simmetrica arte simmetrico arte symetrico","1939"
"a group of people standing around a wall, brutalist aztec architecture, aztec architecture, tenochtitlan, maya temples, 1920s archeologically photo, background depicting a temple, staggered terraces, monumental giant palace, mayan style, 1 9 3 8 photo, 1 9 4 8 photo, 1 9 4 0 picture","Somos tus guías locales en el sur de Yucatán, envíanos DM y pregúntanos, estamos para ayudarte en tu siguiente viaje","Un grupo de personas de pie alrededor de un muro, arquitectura azteca brutalista, arquitectura azteca, tenochtitlan, templos mayas, foto arqueológicamente de la década de 1920, fondo que representa un templo, terrazas escalonadas, palacio gigante monumental, estilo maya, 1 9 3 8 foto, 1 9 4 8 foto, 1 9 4 0 imagen","Somos tus guías lugares en el sur de yucatán, envíicos dm y pregúntanos, Estamos para Ayudarte en tu sigUient Viaje","grupo personas alrededor muro brutalista arqueologicamente representa terrazas escalonadas 4 4 imagen","somos tus guias lugares sur enviicos dm preguntanos estamos ayudarte tu siguient viaje"
"a dirt road with a dirt road and bushes, taken on a 1960s kodak camera, color film still 1 9 7 7, 8 mm film still, screenshot of found footage, vhs footage still, screenshot from the 1983 film, taken on 1970s kodak camera, super 8mm photograph, film screenshot, still from a music video","¡INFORMACIÓN IMPORTANTE SOBRE LA REAPERTURA DE LA ZONA ARQUEOLÓGICA DE UXMAL!

La reapertura se realizará entre el 14 y 20 de septiembre, ya al tener una fecha establecida se dará a conocer por este medio.

La visita se realizará de lunes a domingo de 8 a 17 h. siendo el último acceso a las 16:00 h. La zona arqueológica únicamente podrá operar al 30% de la capacidad de carga, por lo que al alcanzar la capacidad permitida se restringirá el acceso.

El recorrido está delimitado y no se podrá acceder a todas las estructuras abiertas anteriormente al público, durante el recorrido únicamente se podrán visitar: el Templo del Adivino, el Cuadrángulo de las Monjas, el Juego de Pelota, la Casa de las Tortugas, y el Palacio del Gobernador. Se dispondrá de un tiempo máximo de 2 horas para realizarlo.

El uso de cubrebocas es obligatorio y no se permitirá el acceso sin el uso correcto del mismo. El cubrebocas se utilizará durante todo el recorrido.

No se permitirá el acceso de personas que no aprueben el filtro sanitario. La toma de la temperatura es únicamente en la zona de la frente, por lo que tampoco se podrá ingresar a la zona arqueológica de negarse.

TODAS LAS MEDIDAS SON PARTE DE LA ESTRATEGIA PARA PREVENIR CONTAGIOS DE SARS-COV2 DURANTE LA VISITA, POR LO QUE ES IMPORTANTE SEGUIR LAS INDICACIONES DEL PERSONAL.

¡DISFRUTEMOS EL PATRIMONIO CULTURAL Y CUIDEMOS NUESTRA SALUD!  @yucatanturismo","Un camino de tierra con un camino de tierra y arbustos, tomado en una cámara Kodak de la década de 1960, una película en color todavía 1 9 7 7, 8 mm de película, Captura de pantalla de imágenes encontradas, imágenes VHS todavía, captura de pantalla de la película de 1983, tomada sobre la cámara Kodak de 1970, fotografía de súper 8 mm, pantalla de película de películas, aún de un video musical de un video musical","¡Información IMPORTANTE SOBRE LA REAPERTURA DE LA ZONA ARQUEOLÓGICA DE UXMAL!

La reapertura se realizará Entre el 14 y 20 de Septiembre, Ya al ​​tener una fecha establecida se dará a conocer por este medio.

La visita se realizará de lunes un domingo de 8 a 17 h. Sido el Útimo Acceso A Las 16:00 h. La Zona arqueológica Únicampe Podrá Operar al 30% de la Capacidad de Carga, por lo que Al Alcanzar la Capacidad Permitida se Restringirá el Acceso.

El recorrido está delimitado y no se se podrá Acceder a Todas las Estructuras Abitas anterior al Público, Durante el Recorrido Único se Podrán Visitar: El Templo Del Adivino, El Cuadrángulo de Las Monjas, El Juego de Pelota, Las, Las Tortugas, el Cuadruguulo de Las Monjas, El Juego de Pelota, Las, y la Casa de Las, Ysotu. El Palacio del Gobernador. SE Dispondrá de un Tiempo Máximo de 2 Horas para Realizarlo.

El Uso de Cubrebocas es obligatorio y no se Permitirá el Acceso Sin el Uso Correcto del Mismo. El Cubrebocas se utilizará Durante Todo El Recorrido.

No se Permitirirle El Aceso de Personas que no Aprueben el Filtro Sanitario. La Toma de la Temperatura es únicimé en la zona de la frente, por lo que tampoco se podrá ingresar a la zona arqueológica de negativo.

Todas las Medidas Son parte de la estrategia para prevenir contagios de Sars-Cov2 Durante la Visita, por lo es importante se guuir las indicaciones del personal.

¡Disfrutemos el Patrimonio cultural y cuidemos nuestra salud!  @yucatanturismo","camino tierra arbustos tomado camara kodak 1960 pelicula color todavia mm pelicula captura pantalla encontradas vhs todavia captura pantalla pelicula 1983 sobre camara kodak 1970 super mm pantalla pelicula peliculas aun video musical","informacion importante sobre reapertura reapertura realizara entre 14 20 septiembre ya tener fecha establecida dara conocer medio realizara lunes domingo 8 17 h sido utimo acceso 16 00 h unicampe podra operar 30 capacidad carga lo alcanzar capacidad permitida restringira acceso recorrido delimitado podra acceder todas estructuras abitas anterior publico durante recorrido unico podran visitar templo adivino cuadrangulo monjas juego pelota tortugas cuadruguulo monjas juego pelota casa ysotu palacio gobernador dispondra tiempo maximo 2 horas realizarlo uso cubrebocas obligatorio permitira acceso sin uso correcto mismo cubrebocas utilizara durante todo recorrido permitirirle aceso personas aprueben filtro sanitario toma temperatura unicime frente lo tampoco podra ingresar negativo todas medidas son parte estrategia prevenir contagios sars cov2 durante lo importante guuir indicaciones personal disfrutemos patrimonio cultural cuidemos nuestra salud"
"a large pyramid with a tree in front of it, ancient megastructure pyramid, ancient pyramid, pyramid surrounded with greenery, pyramid, giant tomb structures, lost world pyramid, giant aztec spaceship, monumental giant palace, pyramid portal, golden pyramids, the tower of babel, pyramid background, aztec architecture, ziggurat, giant snake castle, tower of babel, monumental structures","#uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmal","a large pyramid with a tree in front of it, ancient megastructure pyramid, ancient pyramid, pyramid surrounded with greenery, pyramid, giant tomb structures, lost world pyramid, giant aztec spaceship, monumental giant palace, pyramid portal, golden pyramids, the tower of babel, pyramid background, aztec architecture, ziggurat, giant snake castle, tower de Babel, estructuras monumentales","#uxmaltravel #yucatán #uxmalyuCatan #uxmalgrid #uxmal2020 #uxmal","large pyramid tree front it ancient megastructure pyramid ancient pyramid surrounded greenery pyramid giant tomb structures lost world pyramid giant aztec spaceship giant palace pyramid portal golden pyramids tower babel pyramid background aztec architecture ziggurat giant snake castle tower babel monumentales","travel grid 2020"
"a newspaper with a picture of a man in the middle, 1960's olympics, jacqueline e, miles df, 1960's olympics footage, kodachrome 64, kodachrome 6 4, 1 9 6 1, 1961, circa 1 9 6 9, circa 1969, newspaper article, old paper","#uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmal","Un periódico con una foto de un hombre en el medio, los Juegos Olímpicos de la década de 1960, Jacqueline E, Miles DF, imágenes de los Juegos Olímpicos de 1960, Kodachrome 64, Kodachrome 6 4, 1 9 6 1, 1961, circa 1 9 6 9, circa 1969, artículo de periódico, papel antiguo, papel antiguo, papel antiguo, viejo en papel","#uxmaltravel #yucatán #uxmalyuCatan #uxmalgrid #uxmal2020 #uxmal","periodico medio juegos olimpicos 1960 jacqueline e miles df juegos olimpicos 1960 kodachrome 64 kodachrome 4 1961 circa circa 1969 articulo periodico papel antiguo viejo papel","travel grid 2020"
"the stage at night, colorful projections, projection design installation, painted on a giant wall, projection mapping, colorful detailed projections, colored projections, wall darkness, mural, mural art, 3 6 0 projection, symbolic mural, digital walls, artwork of a building, wall painting, a gigantic wall, behind the wall, light art, stage background, epic illumination","#uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmal","El escenario de la noche, proyecciones coloridas, instalación de diseño de proyección, pintado en una pared gigante, mapeo de proyección, coloridas proyecciones detalladas, proyecciones de colores, oscuridad de la pared, mural, arte mural, 3 6 0 Proyección, Mural simbólico, paredes digitales, obras de arte de un edificio, pintura de pared, una pared gigantesca, detrás de la pared, arte de luz, etapa de fondo, iluminación épica, iluminada epética","#uxmaltravel #yucatán #uxmalyuCatan #uxmalgrid #uxmal2020 #uxmal","escenario noche proyecciones coloridas instalacion diseno proyeccion pintado mapeo proyeccion coloridas proyecciones detalladas proyecciones colores oscuridad mural arte mural proyeccion mural simbolico paredes digitales obras arte pintura gigantesca arte luz etapa iluminacion epica iluminada epetica","travel grid 2020"
"a photo of a house in the middle of a field, photo taken at night, low light photography, low - light photography, candlelit catacombs, foto realista, underexposed photography, mysterious temple setting, maya temples, render corona, photography at night, volumetric illumination, aztec architecture, background is a low light museum, lumion render","Entra a nuestro feed para ver la foto ?? completa ???#grid  #uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmalruinasmayas  #uxmalruins","Una foto de una casa en el medio de un campo, foto tomada por la noche, fotografía con poca luz, fotografía con poca luz, catacumbas a las velas, Foto Realista, fotografía subexpuesta, misterioso entorno de templos, templos mayas, corona, fotografía por la noche, iluminación volumétrica, arquitectura azteca, fondo es un museo de baja luz, un museo de baja luz, un museo de luz lumión","Entra A Nuestro Feed para ver la Foto ?? ¿Completa?","casa medio campo noche poca luz catacumbas velas realista subexpuesta misterioso entorno corona noche iluminacion volumetrica es museo baja luz museo luz lumion","entra feed completa"
"a book with an image of two men in uniform, colonial era street, luis nieves sr, cuban revolution, by George Barret, Sr., manuel sanjulian, by Oswaldo GuayasamÃ­n, ( el dia los muertos ), ivan bolivian, ned kelly, by RenÃ© Auberjonois, by Benito Quinquela MartÃ­n","Entra a nuestro feed para ver la foto ?? completa ???#grid  #uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmalruinasmayas  #uxmalruins","Un libro con una imagen de dos hombres en uniforme, Colonial Era Street, Luis Nieves Sr, Revolución Cubana, de George Barret, Sr., Manuel Sanjulian, por Oswaldo Guayasamãn, (El Dié Los Muertos), Ivan Bolivian, Ned Kelly, por René.","Entra A Nuestro Feed para ver la Foto ?? ¿Completa?","libro imagen dos hombres uniforme colonial era street luis nieves sr revolucion cubana george barret sr manuel sanjulian oswaldo guayasaman die muertos ivan bolivian ned kelly rene","entra feed completa"
"a large stone structure, maya temples, ancient megastructure pyramid, giant gold head statue ruins, ancient pyramid, ancient alien head stone statues, the oracle of the mayan elders, mayan, stone colossus remains, huge and megalithic, lost world pyramid, giant head statue ruins, giant tomb structures, beautiful ancient ruins behind, epic 3 d oxaguian","Entra a nuestro feed para ver la foto ?? completa ???#grid  #uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmalmayanruins #uxmalruins","Una gran estructura de piedra, templos mayas, una antigua pirámide de la megaestructura, ruinas gigantes de la cabeza de oro, la antigua pirámide, las antiguas estatuas de piedra de la cabeza alienígena, el oráculo de los ancianos mayas, maya, coloso de piedra restos, enormes y megalíticos, pirámide mundial perdida, estatuas gigantes de la cabeza gigante, estructuras de tumbas gigantes, hermosas ruinas antiguas detrás, epic -3 d oxagues oxagues de la cabeza de oxagues.","Entra A Nuestro Feed para ver la Foto ?? ¿Completa?","estructura cabeza oro estatuas cabeza alienigena oraculo ancianos coloso restos enormes megaliticos mundial perdida estatuas cabeza tumbas epic oxagues cabeza oxagues","entra feed completa"
"the ruins of the maya maya in mexico, monumental giant palace, maya temples, ancient megastructure pyramid, mayan, ancient pyramid, pyramid surrounded with greenery, trampling an ancient city, mayan style, aztec architecture, beautiful ancient ruins behind, not ruins, ancient city ruins, aztec mythology, giant tomb structures, brutalist aztec architecture, large temples, classic mayan mythology","Entra a nuestro feed para ver la foto ?? completa ???#grid  #uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmalmayanruins #uxmalruins","the ruins of the maya maya in mexico, monumental giant palace, maya temples, ancient megastructure pyramid, mayan, ancient pyramid, pyramid surrounded with greenery, trampling an ancient city, mayan style, aztec architecture, beautiful ancient ruins behind, not ruins, ancient city ruins, aztec mythology, giant tomb structures, brutalist aztec architecture, Grandes templos, mitología maya clásica","Entra A Nuestro Feed para ver la Foto ?? ¿Completa?","ruins mexico giant palace temples ancient megastructure pyramid mayan ancient pyramid surrounded greenery trampling ancient city mayan style aztec architecture beautiful ancient ruins behind ruins ancient city ruins aztec mythology giant tomb structures brutalist aztec architecture grandes mitologia clasica","entra feed completa"
"a man standing in a hole in a wall, foto realista, parce sepulto, un dia de paz, vale encantado, yutja, ( el dia los muertos ), religiÃ³n, photomanipulation, inspired by Oscar RodrÃ­guez Naranjo, apocalyptik city, apocalyps, world seen only through a portal","Entra a nuestro feed para ver la foto ?? completa ???#grid  #uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmalruins","Un hombre de pie en un agujero en una pared, Foto Realista, Parce Sepulto, Un Dia de Paz, Vale Encantado, Yutja, (El Dia Los Muertos), Religié, Fotomanipulación, inspirado por Oscar Rodrãguez Naranjo, Ciudad Apocalía, Apocalipos, Mundial Vistentado solo a través de un portal","Entra A Nuestro Feed para ver la Foto ?? ¿Completa?","agujero realista parce sepulto dia paz vale encantado yutja dia muertos religie fotomanipulacion inspirado oscar rodraguez naranjo apocalia apocalipos mundial vistentado solo traves portal","entra feed completa"
"a black and white photo of the ruins of the ancient city of coosa, mayan, maya temples, mayan style, canva, classic mayan mythology, monumental giant palace, instagram digital, mayan god, on a canva, google arts and cultures, epic 3 d oxaguian, the oracle of the mayan elders, cinemÃ¡tica, monumental structures","Entra a nuestro feed para ver la foto ?? completa ???#grid  #uxmaltravel  #yucatán #uxmalyucatan #uxmalgrid #uxmal2020 #uxmal","Una foto en blanco y negro de las ruinas de la antigua ciudad de Coosa, maya, templos mayas, estilo maya, lona, ​​mitología maya clásica, palacio gigante monumental, dios digital de Instagram, dios maya, en una lona, ​​artes y culturas de Google, epic 3 d oxagues, el oracle de los mayas elders, cineemá, monumentales estructuras monumentales.","Entra A Nuestro Feed para ver la Foto ?? ¿Completa?","coosa lona mitologia clasica dios digital instagram dios lona artes culturas google epic oxagues oracle elders cineema monumentales monumentales","entra feed completa"
"a building with a colorful light on it, projection mapping, mayan style, colored projections, colorful detailed projections, mexican muralism ) ravi supa, mayan, projection design installation, aztec fantasy, colorful projections, inca style, giant aztec spaceship, neon aztec, epic illumination, tenochtitlan, in the art style of quetzecoatl","Ya planeaste tu visita a Uxmal ??? Después de la contingencia sanitaria te invitamos a que nos visites, la z.a de Uxmal es bastante amplia y tiene espacio suficiente para atender a las personas con su respectiva sana distancia... Cuídate y cuidamos.  Les esperamos pronto en la ciudad tres veces construida. #uxmal #vist_uxmal #uxmalyucatan #visityucatan #yucatan","a building with a colorful light on it, projection mapping, mayan style, colored projections, colorful detailed projections, mexican muralism ) ravi supa, mayan, projection design installation, aztec fantasy, colorful projections, inca style, giant aztec spaceship, neon aztec, epic illumination, tenochtitlan, in the art style of quetzecoatl","Ya planeaste tu visita a Uxmal ??? DESPUÉS DE LA CONTINGENCIA SANITERIA TE INVITAMOS A QUE NOS VISITAS, LA Z.A DE UXMAL ES BASTANTE AMPLIA Y TIENE Espacio Suficiente para atender a las personas con su respetiva sana distancia ... cuídate y cuidamos.  Les Esperamos Pronto en la Ciudad Tres Veces Construida. #uxmal #vist_uxmal #uxmalyucatan #Visityucatan #yucatan","building colorful light it projection mapping mayan style colored projections colorful detailed projections mexican muralism ravi supa mayan projection design installation aztec fantasy colorful projections inca style giant aztec spaceship neon aztec epic illumination art style quetzecoatl","ya planeaste tu despues contingencia saniteria te invitamos nos visitas z a bastante amplia tiene espacio suficiente atender personas respetiva sana distancia cuidate cuidamos les esperamos pronto ciudad tres veces construida vi st visit"
