texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,prompt,prompt_traducido,prompt_limpio,sentimiento,frame,subtopico
,,blanco puerta negro arbol decada palmera columna entorno art mision paredes estuco estilo colonial casa arte plaza neoclasico arquitectura neo clasico terraza alto,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a white house with a black gate and a tree, 1910s architecture, with palm trees and columns, mission arts environment, stucco walls, neoclassical architecture, colonial style, 1 9 th, art house, on a great neoclassical square, 1910s, 1 9 1 0 s, neo classical architecture, tall terrace","Una casa blanca con una puerta negra y un árbol, una arquitectura de la década de 1910, con palmeras y columnas, entorno de artes de misión, paredes de estuco, arquitectura neoclásica, estilo colonial, 1 9 th, casa de arte, en una gran plaza neoclásica, 1910, 1 9 1 0 S, arquitectura neo clásica, terraza alta, terraza alta",una casa blanca con una puerta negra y un arbol una arquitectura de la decada de 1910 con palmeras y columnas entorno de artes de mision paredes de estuco arquitectura neoclasica estilo colonial 1 9 th casa de arte en una gran plaza neoclasica 1910 1 9 1 0 s arquitectura neo clasica terraza alta terraza alta,NEU,NEUTRAL,0
,,edificio reloj delantero escuela quito ciudad armenia quindio reunion des musees nationalux house arte arquitectura neoclasico biblioteca mapa casino edificios marmol blanco palmera columna foto realista estilo colonial fondo bajo museo luz,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a white building with a clock on the front, quito school, city of armenia quindio, réunion des musées nationaux, art house, marble white columns, neoclassical architecture, white map library, museum background, casino, museum, white marble buildings, with palm trees and columns, foto realista, colonial style, background is a low light museum","Un edificio blanco con un reloj en la parte delantera, escuela Quito, ciudad de Armenia Quindio, Réunion des Musées Nationalux, House de arte, columnas blancas de mármol, arquitectura neoclásica, biblioteca de mapas blancas, fondo de museos, casino, museo, edificios de mármol blanco, con palmeras y columnas, foto realista, estilo colonial, fondo es un museo de baja luz museos de luz.",un edificio blanco con un reloj en la parte delantera escuela quito ciudad de armenia quindio reunion des musees nationalux house de arte columnas blancas de marmol arquitectura neoclasica biblioteca de mapas blancas fondo de museos casino museo edificios de marmol blanco con palmeras y columnas foto realista estilo colonial fondo es un museo de baja luz museos de luz,NEU,NEUTRAL,0
,,mapa palabra lago drawfolio inspirado enguererrand quarton tlaquepacque plan tarjeta invitacion enfoque map card mapbox google street view folleto mayo montravel edwardes maps calle abierto canva photoweb postal,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a map with the words, ' lago ' and ' lago ', drawfolio, google maps, inspired by Enguerrand Quarton, tlaquepaque, plan, invitation card, focus on map, card, mapbox, google maps street view, brochure, by May de Montravel Edwardes, open street maps, canva, photoweb, postcard","Un mapa con las palabras, 'Lago' y 'Lago', Drawfolio, Google Maps, inspirado en Enguererrand Quarton, Tlaquepacque, Plan, Tarjeta de invitación, enfoque en Map, Card, Mapbox, Google Maps Street View, Folleto, por mayo de Montravel Edwardes, Maps de calle abiertos, Canva, Photoweb, Postal.",un mapa con las palabras lago y lago drawfolio google maps inspirado en enguererrand quarton tlaquepacque plan tarjeta de invitacion enfoque en map card mapbox google maps street view folleto por mayo de montravel edwardes maps de calle abiertos canva photoweb postal,NEU,NEUTRAL,0
,,habitacion objeto redondo centro escape pequén banco decoracion vudo sala cofr tesoro calavera engranaje guerra casa embrujado boveda criptografia gigante chiharu shiota diseno apropiacion ataque escenario titan hyperrealistoc pelicula,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a room with a large round object in the center, an escape room in a small, set in bank vault room, voodo decor, treasure room, treasure chests, of spiked gears of war skulls, inside haunted house, giant crypto vault, by Chiharu Shiota, prop design, attack on titan scenery, hyperrealistoc, still from the movie saw","Una habitación con un gran objeto redondo en el centro, una sala de escape en una pequeña sala de bóveda de banco, decoración de vudos, sala de tesoros, cofres de tesoros, de calaveras de guerra de engranajes de guerra, dentro de una casa embrujada, bóveda de criptografía gigante, por Chiharu Shiota, diseño de apropiación, ataques contra el escenario de Titan, hyperrealistoc, todavía desde la película se fue a la película.",una habitacion con un gran objeto redondo en el centro una sala de escape en una pequena sala de boveda de banco decoracion de vudos sala de tesoros cofres de tesoros de calaveras de guerra de engranajes de guerra dentro de una casa embrujada boveda de criptografia gigante por chiharu shiota diseno de apropiacion ataques contra el escenario de titan hyperrealistoc todavia desde la pelicula se fue a la pelicula,NEU,NEUTRAL,0
,,man standing middle field ald the colossus rhodes titan themis spartan zeus david greek statue hercules golden goddess venus godness athena azctec warrior tenochtitlan,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a man standing in the middle of a field of ald ald ald ald ald ald ald ald ald ald ald, the colossus of rhodes, colossus of rhodes, greek titan goddess themis, spartan warrior, statue of zeus, statue of david, greek goddess athena, statue of hercules, golden goddess athena, venus godness athena, azctec warrior, tenochtitlan","a man standing in the middle of a field of ald ald ald ald ald ald ald ald ald ald ald, the colossus of rhodes, colossus of rhodes, greek titan goddess themis, spartan warrior, statue of zeus, statue of david, greek goddess athena, statue of hercules, golden goddess athena, venus godness athena, azctec warrior,tenochtitlán",a man standing in the middle of a field of ald ald ald ald ald ald ald ald ald ald ald the colossus of rhodes colossus of rhodes greek titan goddess themis spartan warrior statue of zeus statue of david greek goddess athena statue of hercules golden goddess athena venus godness athena azctec warriortenochtitlan,NEU,NEUTRAL,1
,,restaurante colgar techo terraza maceta pequén cafeteria hipster lleno habitats colgante interior cafe jardines colgantes jungla urbano cubierto planta jardin cardoso verde pared,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a restaurant with plants hanging from the ceiling, urban jungle plants, green terrace, green jungle, plants and jungle, green walls, plants on pots and on the walls, small hipster coffee shop, filled with plants and habitats, hanging plants, cafe interior, hanging gardens, urban jungle, overgrown with plants, lush chic garden, green wall","Un restaurante con plantas que cuelgan del techo, plantas de la jungla urbana, terraza verde, jungla verde, plantas y jungla, paredes verdes, plantas en macetas y en las paredes, una pequeña cafetería hipster, llenos de plantas y hábitats, plantas colgantes, interiores de café, jardines colgantes, jungla urbana, cubierta de plantas, jardín cardoso, verde pared de pared.",un restaurante con plantas que cuelgan del techo plantas de la jungla urbana terraza verde jungla verde plantas y jungla paredes verdes plantas en macetas y en las paredes una pequena cafeteria hipster llenos de plantas y habitats plantas colgantes interiores de cafe jardines colgantes jungla urbana cubierta de plantas jardin cardoso verde pared de pared,NEU,NEUTRAL,1
,,panicaa emulador gastronomy revista gastronomico artoast8p polaeizado particula luz dios pan lumina brochure piroca panaderio fantasia especialidad diario lorem ipsum dolor sit amet panaormic panini,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"panicaa la luz, \'emulador\', gastronomy magazine, breads, gastronomica magazine, artoast8p, polaeized light, light particules, god light, bread, lumine, brochure, piroca, bakery, fantasy bakery, daily specials, lorem ipsum dolor sit amet, panaormic, panini","Panicaa la Luz, \ 'emulador \', revista Gastronomy, panes, revista Gastronomica, artoast8p, luz polaeizada, partículas de luz, luz de Dios, pan, lumina, brochure, piroca, panadería, panadería de fantasía, especialidades diarias, lorem ipsum dolor sit amet, panaormic, panini, panini",panicaa la luz  emulador  revista gastronomy panes revista gastronomica artoast8p luz polaeizada particulas de luz luz de dios pan lumina brochure piroca panaderia panaderia de fantasia especialidades diarias lorem ipsum dolor sit amet panaormic panini panini,NEU,NEUTRAL,2
,,jugador beisbol balancear bate juego pedro correa pablo perdomo jorge lacero velasquez bryce fernando guerra julio lacerda sox rojo izquierdo fielder panda juan jos,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a baseball player swinging a bat at a game, pedro correa, pablo perdomo, jorge lacera, panda panda panda, velasquez, bryce 3d, bryce 3 d, fernando guerra, julio lacerda, the red sox left fielder, panda, juan jose serrano, jr, launching a straight ball, up to the elbow, pablo olivera","Un jugador de béisbol balanceando un bate en un juego, Pedro Correa, Pablo Perdomo, Jorge Lacera, Panda Panda Panda, Velásquez, Bryce 3D, Bryce 3 D, Fernando Guerra, Julio Lacerda, el SOX rojo izquierdo Fielder, Panda, Juan Jos",un jugador de beisbol balanceando un bate en un juego pedro correa pablo perdomo jorge lacera panda panda panda velasquez bryce 3d bryce 3 d fernando guerra julio lacerda el sox rojo izquierdo fielder panda juan jos,NEU,NEUTRAL,0
,,ceiling street detailed colored projections well designed mind bending digital art perspective artwork colors architectural drawing kaleidoscopic chromatic geometry hyperbolic background architecture colorful flat ethereal surreal psychedelic design digitalarte,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a colorful ceiling in a street, colorful detailed projections, colorful projections, colored projections, well - designed digital art, well-designed digital art, mind-bending digital art, perspective artwork, kaleidoscopic colors, colorful architectural drawing, kaleidoscopic, chromatic 3d geometry, colorful hyperbolic background, psychedelic architecture, colorful flat surreal ethereal, surreal psychedelic design, trending digital art","a colorful ceiling in a street, colorful detailed projections, colorful projections, colored projections, well - designed digital art, well-designed digital art, mind-bending digital art, perspective artwork, kaleidoscopic colors, colorful architectural drawing, kaleidoscopic, chromatic 3d geometry, colorful hyperbolic background, psychedelic architecture, colorful flat surreal ethereal, surreal psychedelic design, trending digitalarte",a colorful ceiling in a street colorful detailed projections colorful projections colored projections well  designed digital art welldesigned digital art mindbending digital art perspective artwork kaleidoscopic colors colorful architectural drawing kaleidoscopic chromatic 3d geometry colorful hyperbolic background psychedelic architecture colorful flat surreal ethereal surreal psychedelic design trending digitalarte,NEU,NEUTRAL,1
,,edificio iluminado color italia bandera ciudad eterno renacimiento italiano colorida proyección detallado telon fondo arte ligero epica luz led roma fantasia italy proyeccion imagen real reflectacion dramatica iluminacion reflection reflexion lumen mapeo mapasia mape,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"the building is lit up with colorful lights, colorful projections, colored projections, italy, italian flag, eternal city, italian renaissance, colorful detailed projections, rome backdrop, projection mapping, light art, epic lights, reflection of led lights, rome, fantasy italy, 3 6 0 projection, image full of reflections, realistic reflection, dramatic ilumination, reflection lumen mapping","El edificio está iluminado con luces coloridas, proyecciones coloridas, proyecciones de colores, Italia, bandera italiana, ciudad eterna, renacimiento italiano, coloridas proyecciones detalladas, telón de fondo de Roma, mapeo de proyección, arte ligero, luces épicas, reflexión de luces LED, roma, fantasía italy, 3 6 0 Proyección, imagen de reflexión, reflexión real, reflectación dramática, iluminación de reflection, reflexión de reflexión, lumen de mapeo de mapasia, mape.",el edificio esta iluminado con luces coloridas proyecciones coloridas proyecciones de colores italia bandera italiana ciudad eterna renacimiento italiano coloridas proyecciones detalladas telon de fondo de roma mapeo de proyeccion arte ligero luces epicas reflexion de luces led roma fantasia italy 3 6 0 proyeccion imagen de reflexion reflexion real reflectacion dramatica iluminacion de reflection reflexion de reflexion lumen de mapeo de mapasia mape,NEU,NEUTRAL,0
,,correr race premio vertical masivo max verstappen verde borroso hungaro fondo pista carrera montaje forma parrilla raza auto cara bandera amarillo rojo formular garaje,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"the cars are racing down the track, f 1, formula 1, massive vertical grand prix race, f 1/3, max verstappen, green flag, f1 cars blurred in background, hungarian flag in the background, race track background, formula one car, montage of grid shapes, race, the cars have faces, red yellow flag, formula 1 garage","Los autos están corriendo por la pista, F 1, Fórmula 1, Race de Gran Premio vertical masivo, F 1/3, Max Verstappen, Bandera Verde, autos F1 borrosos en el fondo, bandera húngara en el fondo, fondo de pista de carreras, Fórmula Uno, montaje de formas de parrilla, raza, los autos tienen caras, bandera amarilla roja, fórmula 1 garaje para garaje",los autos estan corriendo por la pista f 1 formula 1 race de gran premio vertical masivo f 13 max verstappen bandera verde autos f1 borrosos en el fondo bandera hungara en el fondo fondo de pista de carreras formula uno montaje de formas de parrilla raza los autos tienen caras bandera amarilla roja formula 1 garaje para garaje,NEU,NEUTRAL,1
,,with spewing out cherryl feature tiled featuring flowing bangkok townsquare city armenia quindio talaat harb square cairo fountains and arches nymphs circling the middle water fountain,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a fountain with water spewing out of it, by Cherryl Fountain, water feature, tiled fountains, featuring flowing fountains, fountains, bangkok townsquare, fountain, fountain of water, city of armenia quindio, talaat harb square cairo, fountains and arches, 3 nymphs circling a fountain, fountain in the middle, water fountain","a fountain with water spewing out of it, by Cherryl Fountain, water feature, tiled fountains, featuring flowing fountains, fountains, bangkok townsquare, fountain, fountain of water, city of armenia quindio, talaat harb square cairo, fountains and arches, 3 nymphs circling a fountain, fountain in the middle, water fountain",a fountain with water spewing out of it by cherryl fountain water feature tiled fountains featuring flowing fountains fountains bangkok townsquare fountain fountain of water city of armenia quindio talaat harb square cairo fountains and arches 3 nymphs circling a fountain fountain in the middle water fountain,NEU,NEUTRAL,1
,,cubierto piramide rodeado vegetacion monasterio hobbit hawai huerto estanque terraza volcan kauai assam colina enrollabl verdant campo verde fondo pausa montana hierba espiral aldea sereno,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a large grassy field, pyramid surrounded with greenery, hobbit monastery on hawaii, terraced orchards and ponds, with a volcano in the background, ( ( ( kauai ) ) ), ( ( ( ( kauai ) ) ) ), assam tea village background, rolling green hills, verdant green fields, green fields in the background, grass spiral mountain landscape, serene field setting","Un gran campo cubierto de hierba, pirámide rodeada de vegetación, monasterio de Hobbit en Hawai, huertos y estanques en terrazas, con un volcán en el fondo, (((kauai))), (((kauai)))), fondo de la aldea de té de assam, colinas verdes enrollables, verdantes verdes, campos verdes en el fondo, pausa de la montaña de la hierba en la espiral de la aldea de sereno.",un gran campo cubierto de hierba piramide rodeada de vegetacion monasterio de hobbit en hawai huertos y estanques en terrazas con un volcan en el fondo kauai kauai fondo de la aldea de te de assam colinas verdes enrollables verdantes verdes campos verdes en el fondo pausa de la montana de la hierba en la espiral de la aldea de sereno,NEU,NEUTRAL,1
,,estante arcano volador magia voladoro arte libreria cronenberg colorido interminable lugar lleno tomo estant estuch don quixote dejar libro shopwindows,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a book shelf filled with books and books, bookshops, arcane books, flying books, flying magic books, the art of books, books, cronenberg bookshop, colourful books, endless books, books all over the place, shelves filled with tomes, book shelf, lots of books, book case, don quixote left the book, shopwindows","Un estante de libros lleno de libros y libros, librerías, libros arcanos, libros voladores, libros de magia voladora, el arte de los libros, los libros, la librería de Cronenberg, los libros coloridos, los libros interminables, los libros en todo el lugar, los estantes llenos de tomos, estantes de libros, muchos libros, estuches, Don Quixote dejó el libro, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows, Shopwindows",un estante de libros lleno de libros y libros librerias libros arcanos libros voladores libros de magia voladora el arte de los libros los libros la libreria de cronenberg los libros coloridos los libros interminables los libros en todo el lugar los estantes llenos de tomos estantes de libros muchos libros estuches don quixote dejo el libro shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows shopwindows,NEG,NEUTRAL,0
,,calle tlaquepaco centro guanajuato arboles morado mexico juan villafuerte templo antiguo catedral ciudad rico historia flor planta colorida color vivo flores arbol,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a tree in the middle of a street, tlaquepaque, downtown mexico, guanajuato, purple flower trees, mexico, by Juan Villafuerte, the grand temple of flowers, ancient catedral behind her, in a city with a rich history, with colorful flowers and plants, vivide colors, flowers and trees","Un árbol en el medio de una calle, Tlaquepaco, en el centro de México, Guanajuato, árboles de flores morados, México, de Juan Villafuerte, el gran templo de las flores, antiguo catedral detrás de ella, en una ciudad con una rica historia, con flores y plantas coloridas, colores vivos, flores y árboles y árboles",un arbol en el medio de una calle tlaquepaco en el centro de mexico guanajuato arboles de flores morados mexico de juan villafuerte el gran templo de las flores antiguo catedral detras de ella en una ciudad con una rica historia con flores y plantas coloridas colores vivos flores y arboles y arboles,NEU,NEUTRAL,0
,,mano sostener sprins rosquilla rosado naranja paleta color verde azulado donar poderoso tarjeta comercio frontal colorido comer dona imagen revista gastronomia fondo opaco material promocional fotografia publicitario rosa tumbl rethetics estetico,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a hand holding a donut with sprins, pink frosted donut, pink and teal and orange, pink and teal, pink and teal color palette, donut, the mighty donut, trading card front, front trading card, colorful aesthetic, eating a donut, promotional picture, gastronomy magazine, dull pink background, promotional material, advertising photo, teal and pink, tumblr aesthetic","Una mano que sostiene una rosquilla con sprins, rosquilla rosada, rosado y verde azulado y naranja, rosa y verde azulado, rosa y paleta de color verde azulado, dona, la dona poderosa, la tarjeta de comercio frontal, tarjeta de comercio frontal, estética colorida, comiendo una dona, imagen promocional, revista gastronomía, fondo rosa opaco, material promocional, fotografía publicitaria, tales y rosa, tumbl rethetics estética.",una mano que sostiene una rosquilla con sprins rosquilla rosada rosado y verde azulado y naranja rosa y verde azulado rosa y paleta de color verde azulado dona la dona poderosa la tarjeta de comercio frontal tarjeta de comercio frontal estetica colorida comiendo una dona imagen promocional revista gastronomia fondo rosa opaco material promocional fotografia publicitaria tales y rosa tumbl rethetics estetica,NEU,NEUTRAL,0
,,ventana altura cascada elegante vidrio obsidiana edificio futurista torre skybridge alto encaramado rascacielos representacion lumion arquitectura metalico inspirado enriquecio,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a tall building with a lot of windows, cascading highrise, futuristic tower, sleek glass buildings, tall obsidian architecture, tall building, futuristic skyscraper, skybridge towers, tall skyscraper, perched on a skyscraper, lumion rendering, metallic architecture, inspired by Victor Enrich, the building is a skyscraper, megatall building","Un edificio alto con muchas ventanas, altura en cascada, torre futurista, elegantes edificios de vidrio, arquitectura de obsidiana alta, edificio alto, rascacielos futurista, torres de skybridge, rascacielos altos, encaramado en un rascacielos, representación de lumión, arquitectura metálica, inspirada en el enriquecio.",un edificio alto con muchas ventanas altura en cascada torre futurista elegantes edificios de vidrio arquitectura de obsidiana alta edificio alto rascacielos futurista torres de skybridge rascacielos altos encaramado en un rascacielos representacion de lumion arquitectura metalica inspirada en el enriquecio,POS,NEUTRAL,1
,,arbol persona caminar avenida paulista parques espacio publico palermo city fotografia ciudad plaza moderno centro mexico boulevard pavimentos calle tel aviv foto arquitectura paisaje entorno urbano avenia,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a street with a tree and a person walking down it, avenida paulista, parks and public space, palermo city street, modern city street, photograph of the city street, urban street, city environment, urban plaza, urban environment, modern street, downtown mexico, boulevard, pavements, tel aviv street, landscape architecture photo, urban setting, avenue","Una calle con un árbol y una persona que camina por él, Avenida Paulista, parques y espacio público, calle Palermo City, calle moderna, fotografía de la calle de la ciudad, calle urbana, entorno de la ciudad, plaza urbana, entorno urbano, calle moderna, centro de México, boulevard, pavimentos, calle Tel Aviv, foto de arquitectura de paisaje, entorno urbano, avenía.",una calle con un arbol y una persona que camina por el avenida paulista parques y espacio publico calle palermo city calle moderna fotografia de la calle de la ciudad calle urbana entorno de la ciudad plaza urbana entorno urbano calle moderna centro de mexico boulevard pavimentos calle tel aviv foto de arquitectura de paisaje entorno urbano avenia,NEU,NEUTRAL,0
,,grupo pajaro iglesia tlaquepaco centro mexico guanajuato hermoso pequeno yutja rico historia antecedent ciudad foto tomado ektachrome arquitectura pueblo edificio antiguo ave rosa volar rodolfo escalera escalero,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a large group of birds flying over a church, tlaquepaque, downtown mexico, guanajuato, beautiful small town, yutja, in a city with a rich history, town background, photo taken with ektachrome, pueblo architecture, ancient buildings, many birds and roses fly around, by Rodolfo Escalera","Un gran grupo de pájaros volando sobre una iglesia, tlaquepaco, en el centro de México, Guanajuato, hermoso pueblo pequeño, yutja, en una ciudad con una rica historia, antecedentes de la ciudad, fotos tomadas con Ektachrome, arquitectura de Pueblo, edificios antiguos, muchas aves y rosas volando, por Rodolfo Escalera Escalera.",un gran grupo de pajaros volando sobre una iglesia tlaquepaco en el centro de mexico guanajuato hermoso pueblo pequeno yutja en una ciudad con una rica historia antecedentes de la ciudad fotos tomadas con ektachrome arquitectura de pueblo edificios antiguos muchas aves y rosas volando por rodolfo escalera escalera,NEU,NEUTRAL,0
,,carnaval persona caminar paseo recinto ferial digger land octoberfest amusement park ferris the background fondo diseno interior ambleement bello rometio diviencias luz dramatica colorida parque atracción old egypt witchlight carnival beautiful lights dramatic lighting forlis wheel,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a carnival with people walking around it, fairground rides, digger land amusement park, octoberfest, amusement park, ( ferris wheel ), carnival on the background, carnival background, amusement park attractions, carnival, amusement park interior design, amusement park buildings, swings, dramatic and colorful lighting, an amusement park in old egypt, witchlight carnival, beautiful colorful lights, ferris wheel","Un carnaval con personas que caminan a su alrededor, paseos en el recinto ferial, Digger Land Amusement Park, Octoberfest, Amusement Park, (Ferris Wheel), Carnival on the Background, Carnival Fondo, atracciones de parques de atracciones, Carnival, Diseño de Interior de Ambleement, Bellas Rometios de Parques de Diviencias, Luces Dramáticas y Coloridas, un parque de atracciones en Old Egypt, Witchlight Carnival, Beautiful Wheel Lights, Dramatic Lighting, Forlis Wheel Wheel",un carnaval con personas que caminan a su alrededor paseos en el recinto ferial digger land amusement park octoberfest amusement park ferris wheel carnival on the background carnival fondo atracciones de parques de atracciones carnival diseno de interior de ambleement bellas rometios de parques de diviencias luces dramaticas y coloridas un parque de atracciones en old egypt witchlight carnival beautiful wheel lights dramatic lighting forlis wheel wheel,NEU,NEUTRAL,0
,,jugo naranja cuchara colorido coctail desierto mexicano canasta boroque tlaquepaco tazon fruta,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a bowl of fruit and orange juice with a spoon, colorful coctail, bowl of fruit, mexican desert, a fruit basket, boroque, tlaquepaque, (a bowl of fruit)!!!!!!!!!, fruit bowl, frida, lush and colorful eclipse, bowl filled with food, mixing drinks, getting his tacos and drink), with a drink, drinking cocktail","Un tazón de frutas y jugo de naranja con una cuchara, colorido coctail, un tazón de fruta, desierto mexicano, una canasta de frutas, boroque, tlaquepaco, (un tazón de fruta).",un tazon de frutas y jugo de naranja con una cuchara colorido coctail un tazon de fruta desierto mexicano una canasta de frutas boroque tlaquepaco un tazon de fruta,NEU,NEUTRAL,0
,,verde menu restaurante gastronomia coctel chianti molotov bar imagen flash nocturno bebida ajenjo fondo taberna revista gastronomico pagina grimoire gentleman club lunge lune,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a menu with a green background and a menu for a restaurant, background bar, bar background, cocktail bar, gastronomy magazine, chianti molotov cocktails, bar, night club, nightclub, flash image, nightcafe, drinks, absinthe, clubs, tavern background, gastronomica magazine, grimoire page, gentleman's club lounge","Un menú con un fondo verde y un menú para un restaurante, bar de fondo, fondo de bares, bar de cócteles, revista gastronomía, cócteles Chianti Molotov, bar, club nocturno, club nocturno, imagen flash, nocturna, bebidas, ajenjo, clubes, fondo de taberna, revista Gastronomica, página de Grimoire, gentleman's club lunge lune",un menu con un fondo verde y un menu para un restaurante bar de fondo fondo de bares bar de cocteles revista gastronomia cocteles chianti molotov bar club nocturno club nocturno imagen flash nocturna bebidas ajenjo clubes fondo de taberna revista gastronomica pagina de grimoire gentlemans club lunge lune,NEU,NEUTRAL,0
,,par persona foto menu calida fotografia exterior plato producto iluminacion revista gastronomico concurrido cadena colgar techo mesa chef cafe interior luminoso restaurante,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a couple of people are in a restaurant, restaurant interior photography, restaurant, restaurant menu photo, warm lighting inside, restaurant exterior photography, over a dish and over a table, restaurant!, cafe lighting, product lighting, overhead lighting, gastronomica magazine, busy restaurant, chains hanging from ceiling, chefs table, restaurant!!!, cafe interior, bright lit interiors, restaurant!!","Un par de personas están en un restaurante, fotografía interior de restaurante, foto de restaurante, foto de menú, iluminación cálida en el interior, fotografía exterior de restaurantes, sobre un plato y sobre una mesa, restaurante, iluminación de café, iluminación de productos, iluminación por encima, revista gastronomica, restaurante concurrido, cadenas que cuelgan del techo, la mesa de los chefs, el restaurante, el interior del café, los interiores luminosos! ¡Restaurante, restaurante!",un par de personas estan en un restaurante fotografia interior de restaurante foto de restaurante foto de menu iluminacion calida en el interior fotografia exterior de restaurantes sobre un plato y sobre una mesa restaurante iluminacion de cafe iluminacion de productos iluminacion por encima revista gastronomica restaurante concurrido cadenas que cuelgan del techo la mesa de los chefs el restaurante el interior del cafe los interiores luminosos restaurante restaurante,NEU,NEUTRAL,0
,,reloj superior guanajuato centro sevilla ciudad tlaquepqueque jerez juan villafuerte mexico luis enrique comej roof orange render corona pedro pedraja calle prefectura edificio blanco arquitectura aztec naples quito school,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a building with a clock on the top of it, guanajuato, downtown mexico, seville, mexico city, tlaquepaque, jerez, by Juan Villafuerte, mexico, by Luis Enrique Camej, orange roof, render corona, by Pedro Pedraja, prefecture streets, whitewashed buildings, aztec architecture, naples, quito school","Un edificio con un reloj en la parte superior, Guanajuato, en el centro de México, Sevilla, Ciudad de México, TlaquePqueque, Jerez, por Juan Villafuerte, México, de Luis Enrique ComeJ, Roof Orange, Render Corona, por Pedro Pedraja, calles de prefectura, edificios blancos, arquitectura de Aztec, Naples, Quito School School.",un edificio con un reloj en la parte superior guanajuato en el centro de mexico sevilla ciudad de mexico tlaquepqueque jerez por juan villafuerte mexico de luis enrique comej roof orange render corona por pedro pedraja calles de prefectura edificios blancos arquitectura de aztec naples quito school school,NEU,NEUTRAL,0
,,cielo fuente guanajuato ciudad centro mexico tlaquepaque fuego artificial fondo rodolfo escalera celebracion comunidad federico uribe celebrar muerto juan villafuerte dorado,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"fireworks in the sky over a city with a fountain, guanajuato, mexico city, fireworks on the background, downtown mexico, mexico, fireworks, tlaquepaque, fireworks in background, by Rodolfo Escalera, community celebration, by Federico Uribe, celebrating day of the dead, by Juan Villafuerte, el dorado","fuegos artificiales en el cielo sobre una ciudad con una fuente, Guanajuato, Ciudad de México, fuegos artificiales en el fondo, en el centro de México, México, fuegos artificiales, TlaquePAque, fuegos artificiales de fondo, por Rodolfo Escalera, Celebración de la Comunidad, por Federico UriBe, celebrando el Día de los muertos, por Juan Villafuerte, El Dorado",fuegos artificiales en el cielo sobre una ciudad con una fuente guanajuato ciudad de mexico fuegos artificiales en el fondo en el centro de mexico mexico fuegos artificiales tlaquepaque fuegos artificiales de fondo por rodolfo escalera celebracion de la comunidad por federico uribe celebrando el dia de los muertos por juan villafuerte el dorado,NEU,NEUTRAL,0
