texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,sentimiento,frame,subtopico,prompt,prompt_traducido,prompt_limpio
"@mexican_nomadic ・・・
Inspirado en el estilo neoclásico de los griegos dedicado a Benito Juárez. Está hecho de forma semicircular y cuenta con doce columnas dóricas con entablamento y friso. Al centro se encuentra la escultura de Juárez con las alegorías de “La Patria” y “La Ley”. Porfirio Díaz ordenó su construcción en 1910.
・・・
¡No te pierdas de este majestuoso monumento! 🤓
・・・
📍Juárez s/n Col. Centro Histórico
🗓Lu - Do
⌚️24 hrs.
・・・ #MexicoCity #Loves_Mexico #Hemicicloajuarez #vive_mexico #instagood #cdmx #good","inspirado en el estilo neoclasico de los griegos dedicado a benito juarez esta hecho de forma semicircular y cuenta con doce columnas doricas con entablamento y friso al centro se encuentra la escultura de juarez con las alegorias de la patria y la ley porfirio diaz ordeno su construccion en 1910

no te pierdas de este majestuoso monumento 

juarez sn col centro historico
lu  do
24 hrs
 mexico city loves mexico he mic i clo a juarez vive mexico insta good c dmx good",inspirado estilo neoclasico griego dedicado benito forma semicircular columna doricas entablamento friso escultura alegoria patria ley porfirio diaz ordenar construccion pierdar majestuoso monumento col centro historico hrs city loves mic clo juarez vivir mexico instar dmx good,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,6,,,
@citydivingmex te ofrece la posibilidad de conocer la #CDMX desde un perfil más cotidiano e íntimo a través de una mirada más cercana a la de la gente que habita estos espacios día a día. ¿Ya los conoces? 😉,te ofrece la posibilidad de conocer la c dmx desde un perfil mas cotidiano e intimo a traves de una mirada mas cercana a la de la gente que habita estos espacios dia a dia ya los conoces,ofrecer posibilidad dmx perfil cotidiano intimo traves mirada cercano gente habitar espacio conocer,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"📷 @said_marreb ・・・
El edificio de la Lotería Nacional es considerado como uno de los primeros rascacielos de la capital. Algunas de las características de este edificio destacan que fue el primero en el mundo en ser construido por medio de flotación elástica; el primero en Latinoamérica que usó un letrero de gas neón y el primer lugar donde se transmitió una señal de televisión en 1950, que fue el canal 4 de XHTV.
・・・
No dejes de conocer y maravillarte con la #CDMX 😉👍🏻
・・・
📍Av. Paseo de la Reforma #1, Col. Tabacalera
・・・ #MexicoCity #Loves_Mexico #LoteríaNacional #Arquitectura #VeranoEnLaCDMX #instalike #goodluck #cdmx","el edificio de la loteria nacional es considerado como uno de los primeros rascacielos de la capital algunas de las caracteristicas de este edificio destacan que fue el primero en el mundo en ser construido por medio de flotacion elastica el primero en latinoamerica que uso un letrero de gas neon y el primer lugar donde se transmitio una senal de television en 1950 que fue el canal 4 de xhtv

no dejes de conocer y maravillarte con la c dmx 

av paseo de la reforma 1 col tabacalera
 mexico city loves mexico lot er a nacional ar quite c tura vera no en lac dmx insta like goodluck c dmx",loteria considerar rascacielos capital caracteristica edificio destacar mundo construir flotacion elastica latinoamerica letrero gas neon lugar transmitio senal television canal xhtv dejes maravillarte paseo reforma col tabacalera city loves mexico lot nacional quitar tura vera lac instar like goodluck dmx,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,6,,,
Imagina ver salir el sol al lado de la persona que más quieres en un lugar icónico de Mexico 🇲🇽 ¡¡¡Sí es posible!!! Ven a vivir una increíble experiencia en el @monumentoalarevolucion ubicado en el ♥️ de la #CDMX,imagina ver salir el sol al lado de la persona que mas quieres en un lugar iconico de mexico  si es posible ven a vivir una increible experiencia en el  ubicado en el  de la c dmx,imaginar salir sol persona querer lugar iconico mexico ver vivir increible experiencia ubicado dmx,0,foto,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"@casatobala trae el sabor original de la comida y bebida 🇲🇽 para tí… Cenas, maridajes y catas, te acercan a las raíces de los sabores que puedes conocer en la #CDMX. ¿No se te hace agua la boca? 🤤🤤",trae el sabor original de la comida y bebida  para ti cenas maridajes y catas te acercan a las raices de los sabores que puedes conocer en la c dmx no se te hace agua la boca,traer original comida bebida cena maridaj cata acercar raiz sabor dmx agua boca,0,foto,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"@andersondemata ・・・
La Plaza de la Constitución, informalmente conocida como El Zócalo, es la plaza principal de la Ciudad de México. Junto con las calles aledañas, ocupa una superficie casi rectangular de aproximadamente 46 800 m²

El Zócalo está localizado en el corazón de la zona conocida como Centro Histórico de la Ciudad de México
・・・
😃 ¡Visítalo! ... 😃
・・・
📍Plaza de la Constitución S/N, Centro Histórico
・・・ #MexicoCity #Loves_Mexico #Zocalo #zocaloCapitalino #instalike #instagood #cdmx","la plaza de la constitucion informalmente conocida como el zocalo es la plaza principal de la ciudad de mexico junto con las calles aledanas ocupa una superficie casi rectangular de aproximadamente 46 800 m2

el zocalo esta localizado en el corazon de la zona conocida como centro historico de la ciudad de mexico

 visitalo  

plaza de la constitucion sn centro historico
 mexico city loves mexico zo calo zo calo capital in o insta like insta good c dmx",informalmente principal calle aledana ocupar superficie rectangular zocalo localizado corazon zona conocido ciudad visitalo plaza constitucion centro historico city loves mexico calo capital like instar good dmx,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"@ebiketourscdmx te lleva a descubrir la #CDMX de otra manera. ¿Te late?
😁 More memories per mile… 😃
#CDMX #tours #cdmxtours #biketours #electricbikes #experiences  #traveladdicts","te lleva a descubrir la c dmx de otra manera te late
 more memories per mile 
c dmx tours c dmx tours bike tours electric bikes experiences  travel addicts",descubrir latir more memories per mile dmx bike tours electric bikes experiences travel addicts,2,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,1,,,
"@huertoromaverde es un lugar donde la ciudad se pierde y se entra a un pulmón verde que decora y alimenta a varias familias de la Ciudad de México. Se organizan diversas actividades en pro del ambiente, desde el reciclaje hasta los talleres de hidroponia en casa. Generalmente se realizan exposiciones, ferias de arte y comidas para que la población se sume a la ola verde.",es un lugar donde la ciudad se pierde y se entra a un pulmon verde que decora y alimenta a varias familias de la ciudad de mexico se organizan diversas actividades en pro del ambiente desde el reciclaje hasta los talleres de hidroponia en casa generalmente se realizan exposiciones ferias de arte y comidas para que la poblacion se sume a la ola verde,lugar perder entrar pulmon decorar alimentar familia ciudad mexico organizar actividad pro ambiente reciclaje taller hidroponia casa generalmente realizar exposición feria arte comida poblacion sumir ola verde,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1,,,
"📷 @dancastillox ・・・
Los indígenas prehispánicos amaban y respetaban a la naturaleza, además de tener conocimientos elevados sobre plantas medicinales, alimenticias o tóxicas, los cuales fueron conservados en el Jardín Botánico de Chapultepec.
Este jardín es una reserva  de plantas originarias de México como los cactus, plantas de ornato, plantas medicinales, de ecosistemas como los humedales y pastizales. ・・・
Si eres un amante de la botánica, este lugar es para ti.
・・・
😉 ¡Visítalo! ... 😉
・・・
📍Paseo de la Reforma 126, Bosque de Chapultepec I Sección
🗓Ma - Do
⌚️10:00 - 18:00
💳Entrada Libre
・・・ #MexicoCity #Loves_Mexico #Chapultepec #Jardínbotánico","los indigenas prehispanicos amaban y respetaban a la naturaleza ademas de tener conocimientos elevados sobre plantas medicinales alimenticias o toxicas los cuales fueron conservados en el jardin botanico de chapultepec
este jardin es una reserva  de plantas originarias de mexico como los cactus plantas de ornato plantas medicinales de ecosistemas como los humedales y pastizales 
si eres un amante de la botanica este lugar es para ti

 visitalo  

paseo de la reforma 126 bosque de chapultepec i seccion
ma  do
1000  1800
entrada libre
 mexico city loves mexico chap ul te pec jard n bot nico",indigenas prehispanicos amar respetar naturaleza conocimiento elevado alimenticio toxica conservar botanico jardin reserva originario cactus ornato planta medicinal ecosistema humedal pastizal amante botanica lugar visitalo paseo reforma bosque chapultepec seccion entrada libre city loves mexico chap pec jard bot nico,1,dmx,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,1,,,
"@inahmx ・・・
El Museo del Fuego Nuevo, tiene una construcción con forma de pirámide. Dentro de él se exhiben piezas de origen prehispánico y colonial localizadas en la zona, placas explicativas de la leyenda de los cinco soles, una representación del calendario prehispánico, reproducciones de códices y mapas de Culhuacán e Iztapalapa de 1580, maquetas de la Ceremonia del Fuego Nuevo y de la antigua región de los lagos. Consta de una parte arquitectónica interna y la parte externa con una área de recreo, petroglifos y una cueva natural.
・・・
¡No hay excusas para visitar este increíble lugar lleno de historia!
・・・
📍Parque Nacional Cerro de la Estrella.
📆 Ma - Do
⌚️9:00 - 17:00 h
💰Entrada Libre
・・・ #MexicoCity #Loves_Mexico #FuegoNuevo #Museos #VeranoEnLaCDMX","el museo del fuego nuevo tiene una construccion con forma de piramide dentro de el se exhiben piezas de origen prehispanico y colonial localizadas en la zona placas explicativas de la leyenda de los cinco soles una representacion del calendario prehispanico reproducciones de codices y mapas de culhuacan e iztapalapa de 1580 maquetas de la ceremonia del fuego nuevo y de la antigua region de los lagos consta de una parte arquitectonica interna y la parte externa con una area de recreo petroglifos y una cueva natural

no hay excusas para visitar este increible lugar lleno de historia

parque nacional cerro de la estrella
 ma  do
900  1700 h
entrada libre
 mexico city loves mexico fuego nuevo museo s vera no en lac dmx",construccion forma piramide exhibir pieza origen colonial localizado zona placa explicativa leyenda sol representacion calendario prehispanico reproducción codiz mapa culhuacir iztapalapa maqueta ceremonia antiguo region lago constar arquitectonico interno externo area recreo petroglifos cueva natural excusa visitar increible lugar lleno historia parque nacional cerro estrella entrada libre city loves mexico fuego museo vera lac dmx,3,mexico,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,0,,,
"Démosle la oportunidad a nuestros niñ@s de volver a la naturaleza… Este mes comienza en @ectagono el Curso Ambiental de Verano, donde se ofrece a niñ@s un aprendizaje diferente, lleno de experiencias vivas y enriquecedoras. Cambiemos al mundo desde hoy 🌸😌🍃 ¿Te late?",demosle la oportunidad a nuestros nin de volver a la naturaleza este mes comienza en  el curso ambiental de verano donde se ofrece a nin un aprendizaje diferente lleno de experiencias vivas y enriquecedoras cambiemos al mundo desde hoy  te late,demosle oportunidad volver naturaleza mes comenzar curso ambiental verano ofrecer nin aprendizaje lleno experiencia vivo enriquecedora cambiar mundo latir,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,OPORTUNIDAD,0,,,
"@streetart_chilango se inspira en el muralismo para darle voz a muchos artistas que viven en el anonimato. Los creadores del proyecto, Jenaro de Rosenzweig y Alejandro Revilla, promueven el graffiti en la ciudad por medio de un tour semanal. ¿Te gustaría vivir esta experiencia? 😉",se inspira en el muralismo para darle voz a muchos artistas que viven en el anonimato los creadores del proyecto jenaro de rosenzweig y alejandro revilla promueven el graffiti en la ciudad por medio de un tour semanal te gustaria vivir esta experiencia,inspirar muralismo dar él voz artista anonimato creador proyecto jenaro rosenzweig alejandro revilla promover graffiti ciudad tour semanal gustariar vivir experiencia,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"📸 @andres_ep ・・・
El Museo Casa Estudio Diego Rivera y Frida Kahlo se encuentra en el sur de la Ciudad de México y está dedicado a preservar la memoria del muralista y su esposa; así como al estudio y análisis de su generación artística.
・・・
Por encargo de Diego Rivera, en 1931 Juan O'Gorman diseñó una de las primeras construcciones funcionalistas de Latinoamérica: una casa para el pintor y otra para su esposa Frida Kahlo, donde cada uno tendría su propio estudio.
・・・
​Dos bloques de hormigón liso que albergan cada uno una casa, una roja con blanco (el pintor) y otra azul (para la artista), independientes una de la otra y unidas solamente por un pequeño puente en su parte superior. 📍Diego Rivera 2 Esq. Altavista, Col. San Ángel Inn 
#lovesmexico #cdmx #picoftheday #architecture","el museo casa estudio diego rivera y frida kahlo se encuentra en el sur de la ciudad de mexico y esta dedicado a preservar la memoria del muralista y su esposa asi como al estudio y analisis de su generacion artistica

por encargo de diego rivera en 1931 juan ogorman diseno una de las primeras construcciones funcionalistas de latinoamerica una casa para el pintor y otra para su esposa frida kahlo donde cada uno tendria su propio estudio

dos bloques de hormigon liso que albergan cada uno una casa una roja con blanco el pintor y otra azul para la artista independientes una de la otra y unidas solamente por un pequeno puente en su parte superior diego rivera 2 esq altavista col san angel inn 
loves mexico c dmx pic of the day architecture",museo frida sur ciudad dedicado preservar memoria muralista analisis generacion artistico encargo juan ogorman diseno primero construcción funcionalista latinoamerica esposa frido kahlo tendria estudio bloque hormigon liso albergar casa rojo blanco pintor azul artista independiente unido pequeno puente superior diego rivera esq altavista col san angel inn loves mexico dmx pic the day architecture,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,2,,,
"@TrajinerasXochiquetzalli te invita a conocer otra forma de dar un recorrido en los canales de Xochimilco. 🧡
¿Te imaginas ver el amanecer desde ahí? 💛","te invita a conocer otra forma de dar un recorrido en los canales de xochimilco 
te imaginas ver el amanecer desde ahi",invitar forma recorrido canal xochimilco imaginar amanecer,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"@majopoblette ・・・
El Zoológico de Aragón fue inaugurado en 1964 y se encuentra al norte de la ciudad. El diseño arquitectónico es de tipo radial lo cual permite observar a las especies desde cualquier punto donde se encuentre el visitante.
・・・
Anímate a conocer diferentes especies de fauna silvestres endémicas y del mundo, junto con tus seres queridos. ・・・
😉¡Visítalo! ... 😉
・・・
📫Av. José Loreto Fabela S/N, San Juan de Aragón
🗓 Ma - Do
⌚️9:00 - 16:30 h
💳Entrada Libre
・・・ #MexicoCity #Loves_Mexico #Zoo #VeranoEnLaCDMX #tiger #instagood #cdmx #Aragon","el zoologico de aragon fue inaugurado en 1964 y se encuentra al norte de la ciudad el diseno arquitectonico es de tipo radial lo cual permite observar a las especies desde cualquier punto donde se encuentre el visitante

animate a conocer diferentes especies de fauna silvestres endemicas y del mundo junto con tus seres queridos 
visitalo  

av jose loreto fabela sn san juan de aragon
 ma  do
900  1630 h
entrada libre
 mexico city loves mexico zoo vera no en lac dmx tiger insta good c dmx aragon",zoologico inaugurar norte ciudad diseno arquitectonico tipo radial permitir observar punto encontrar visitante animate especie fauna silvestres endemicas mundo querido visitalo jose loreto fabela san juan entrada libre city loves mexico zoo vera lac tiger instar good dmx aragon,1,dmx,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,1,,,
"📷 @tavoojasso ✨Torre Latinoamericana ✨

La Torre Latinoamericana es uno de los edificios más resistentes del mundo y justamente catalogada como monumento artístico por el Instituto Nacional de Bellas Artes. 
Su estilo característico del movimiento moderno hace referencia a los rascacielos estadounidenses, como el Empire State Building de Nueva York, siendo éste su mayor influencia. 📍Eje Central Lázaro Cárdenas 2, Centro
 #MexicoCity #Loves_Mexico  #instalike #instagood #CDMX #Loveislove #lovemexico","torre latinoamericana 

la torre latinoamericana es uno de los edificios mas resistentes del mundo y justamente catalogada como monumento artistico por el instituto nacional de bellas artes 
su estilo caracteristico del movimiento moderno hace referencia a los rascacielos estadounidenses como el empire state building de nueva york siendo este su mayor influencia eje central lazaro cardenas 2 centro
 mexico city loves mexico  insta like insta good c dmx love is love love mexico",torre latinoamericano edificio resistente mundo justamente catalogado monumento artistico instituto nacional bello art estilo caracteristico movimiento moderno referencia rascacielo estadounidense empire state building york influencia eje central lazaro cardenas centro city loves like instar good dmx love mexico,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"📷@elimx ・・・
El Parque La Mexicana, tiene una extensión de 28 hectáreas y es considerado el nuevo pulmón de la ciudad gracias a su propuesta tecnológica, urbanística y ambiental que respeta la flora y fauna de Santa Fe. Cuenta con 100,000 m2 de áreas ecológicas, 39,000 m2 de andadores y plazas, 12,500 m2 de lagos y humedales, canchas, pistas y skatepark, 4.3 km de ciclopista y 3.4 km de trotapistas para corredores.
・・・
¡Ven y conoce los que la CDMX tiene para ti!
・・・ ✨¡Visítalo! ... ✨
・・・
📍Lomas de Santa Fe, Contadero
🗓Lu - Do ⌚️5:00 - 22:00 h
💳Entrada Libre
・・・ #MexicoCity #Loves_Mexico #ParqueLaMexicana #VeranoEnLaCDMX #instagood #instalike #mexicana","el parque la mexicana tiene una extension de 28 hectareas y es considerado el nuevo pulmon de la ciudad gracias a su propuesta tecnologica urbanistica y ambiental que respeta la flora y fauna de santa fe cuenta con 100000 m2 de areas ecologicas 39000 m2 de andadores y plazas 12500 m2 de lagos y humedales canchas pistas y skatepark 43 km de ciclopista y 34 km de trotapistas para corredores

ven y conoce los que la cdmx tiene para ti
 visitalo  

lomas de santa fe contadero
lu  do 500  2200 h
entrada libre
 mexico city loves mexico parque la mexicana vera no en lac dmx insta good insta like mexicana",extension hectarea considerar pulmon ciudad gracias propuesta tecnologico urbanistico ambiental respetar flora fauna santa area ecologica andador plaza lago humedal cancha pista skatepark ciclopista trotapista corredor ver conocer cdmx visitalo loma santo contadero entrada libre city loves mexico parque mexicana vera lac dmx good instar like mexicano,1,dmx,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,1,,,
"@HuertosConcretos ofrece talleres en los que tendrás la oportunidad de aprender a iniciar y manejar un huerto para cultivar alimentos sin salir de la ciudad. ¡Atrévete a intentarlo! Puede cambiar no solo tu hogar, sino también tu estilo de vida.",ofrece talleres en los que tendras la oportunidad de aprender a iniciar y manejar un huerto para cultivar alimentos sin salir de la ciudad atrevete a intentarlo puede cambiar no solo tu hogar sino tambien tu estilo de vida,ofrecer taller tendrar oportunidad aprender iniciar manejar huerto cultivar alimento salir ciudad atrevetir intentar él cambiar hogar estilo vida,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,OPORTUNIDAD,-1,,,
"📷@tavoojasso ・・・
La Fuente de Petróleos, ubicado entre Anillo Periférico y Paseo de la Reforma, oficialmente fue llamada “Monumento a la Industria Petrolera de México”. ・・・
Su construcción data de 1952 durante la presidencia de Miguel Alemán para conmemorar la Expropiación Petrolera declarada por Lázaro Cárdenas en 1938.
・・・
✨¡Visítala! ... ✨
・・・
📍Anillo Periférico S/N, Polanco
・・・ #MexicoCity #Loves_Mexico #FuentedePetróleos","la fuente de petroleos ubicado entre anillo periferico y paseo de la reforma oficialmente fue llamada monumento a la industria petrolera de mexico 
su construccion data de 1952 durante la presidencia de miguel aleman para conmemorar la expropiacion petrolera declarada por lazaro cardenas en 1938

visitala  

anillo periferico sn polanco
 mexico city loves mexico fuente de petr leo s",petroleos ubicado paseo reforma oficialmente llamar monumento industria construccion datar presidencia miguel aleman conmemorar expropiacion petrolero declarado lazaro cardenas visitala anillo periferico polanco city loves mexico fuente petr leo,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,6,,,
"📷 @eduardojusan ・・・
El Kiosco Morisco es una de las edificaciones más representativas de Santa María la Ribera. Fue diseñado por el ingeniero José Ramón Ibarrola a finales del siglo XIX. Su estructura está hecha de hierro que se cree, fue fundido en Pittsburgh, Pensilvania. ✨Etiqueta a la persona con quien irías a este lugar ✨
・・・
📍Kiosco Morisco Salvador Díaz Mirón S/N  #MexicoCity #Loves_Mexico #México #santamarialaribera #kioscomorisco #df #cdmx #instagood","el kiosco morisco es una de las edificaciones mas representativas de santa maria la ribera fue disenado por el ingeniero jose ramon ibarrola a finales del siglo xix su estructura esta hecha de hierro que se cree fue fundido en pittsburgh pensilvania etiqueta a la persona con quien irias a este lugar 

kiosco morisco salvador diaz miron sn  mexico city loves mexico m xico santamar iala ribera kio s com or is co df c dmx insta good",edificación representativo santa maria disenar ingeniero jose ramon ibarrola final siglo xix estructura hecha hierro creer fundir pittsburgh pensilvanio etiqueto persona iria lugar kiosco morisco salvador diaz miron city loves mexico xico santamar iala ribera kio com instar good,1,dmx,CDMX_CORPUS_LIMPIO,post,NEG,NEUTRAL,-1,,,
"📷 @davidambriz
・・・
El Museo del Estanquillo se encuentra localizado en el Centro Histórico de la Ciudad de México, este lugar da cabida a la colección personal del escritor Carlos Monsiváis que abarca pinturas, fotografía, juguetes, álbumes; calendarios, publicidad y libros.
・・・
😉 ¡Visítalo! ... 😉
・・・
📍Isabel la Católica 26, Centro Histórico
・・・ #MexicoCity #Loves_Mexico #museoestanquillo #méxico #vamosmexico #instagood #instalike #museums","el museo del estanquillo se encuentra localizado en el centro historico de la ciudad de mexico este lugar da cabida a la coleccion personal del escritor carlos monsivais que abarca pinturas fotografia juguetes albumes calendarios publicidad y libros

 visitalo  

isabel la catolica 26 centro historico
 mexico city loves mexico museo est an quill o m xico v amos mexico insta good insta like museums",estanquillo localizado ciudad lugar cabida coleccion personal escritor carlos monsivais abarcar pintura fotografia juguete album calendario publicidad libro visitalo isabel catolico centro historico city loves museo est quill xico amo mexico good instar like museums,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,2,,,
"El expendio de pulques finos ”La Gallina de los Huevos de Oro”, se ubica en el Pueblo de Santa María Aztahuacán en Iztapalapa y conserva murales originales desde su apertura.
.
.
.

@colectivo_el_tinacal​ ofrece visitas guiadas a las pulquerías tradicionales de la Ciudad de México... Anímate a visitarlas y a escuchar su historia de la mano de los expertos en el maguey, el pulque y obvio las pulquerías ​😉 ​¡No te arrepentirás!","el expendio de pulques finos la gallina de los huevos de oro se ubica en el pueblo de santa maria aztahuacan en iztapalapa y conserva murales originales desde su apertura




 ofrece visitas guiadas a las pulquerias tradicionales de la ciudad de mexico animate a visitarlas y a escuchar su historia de la mano de los expertos en el maguey el pulque y obvio las pulquerias  no te arrepentiras",expendio pulqu fino gallina huevo oro ubicar pueblo santa maria aztahuacan iztapalapa conservar mural original apertura ofrecer visita guiada pulqueria tradicional ciudad mexico animate visitar él escuchar historia mano experto maguey pulque obvio pulquerias arrepentirar,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"📷 @rogb12

La Basílica de Santa María de Guadalupe, llamada oficialmente “Insigne y Nacional Basílica de Santa María de Guadalupe”, es un santuario de la iglesia católica, dedicado a la Virgen María en su advocación de Guadalupe, ubicado al pie del Cerro del Tepeyac
・・・
#SabíasQué es el recinto mariano más visitado del mundo, superado solo por la Basílica de San Pedro?
・・・
😉¡Visítalo! ...😉
・・・
📍Plaza de las Américas 1, Villa de Guadalupe
 #MexicoCity #Loves_Mexico #BasílicadeGuadalupe #méxico","la basilica de santa maria de guadalupe llamada oficialmente insigne y nacional basilica de santa maria de guadalupe es un santuario de la iglesia catolica dedicado a la virgen maria en su advocacion de guadalupe ubicado al pie del cerro del tepeyac

sab as qu es el recinto mariano mas visitado del mundo superado solo por la basilica de san pedro

visitalo 

plaza de las americas 1 villa de guadalupe
 mexico city loves mexico bas lica de guadalupe m xico",llamado oficialmente insigne nacional basilico santa santuario iglesia catolico dedicado virgen maria advocacion ubicado pie cerro tepeyac sab recinto mariano visitado mundo superado basilica san pedro visitalo plaza america villa city loves mexico bas lico guadalupe xico,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,2,,,
@ifonlymx ​es una plataforma en la que podrás adquirir las mejores experiencias para tu tiempo libre en la Ciudad de México. ¿Ya los conoces? ​😉,es una plataforma en la que podras adquirir las mejores experiencias para tu tiempo libre en la ciudad de mexico ya los conoces,plataforma adquirir mejor experiencia tiempo libre ciudad mexico conocer,3,mexico,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,0,,,
Con ​@saboresmexicoft​ es posible conocer lo más sorprendente y vanguardista de los restaurantes de la Roma. ¡Atrévete a descubrirlos!,con  es posible conocer lo mas sorprendente y vanguardista de los restaurantes de la roma atrevete a descubrirlos,sorprendente vanguardista restaurante roma atrevete descubrir él,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"📷 @lucami13 🙂 🌟¿Ya conoces el tour de arte urbano de la ciudad?🌟🤔 Con más de 3 años de actividad, la rama más auténtica de @streetart_chilango se inició con el objetivo de promover el arte urbano, además de otorgarle una experiencia humana detrás del sitio.",ya conoces el tour de arte urbano de la ciudad con mas de 3 anos de actividad la rama mas autentica de  se inicio con el objetivo de promover el arte urbano ademas de otorgarle una experiencia humana detras del sitio,conocer tour ciudad ano actividad rama autentico inicio objetivo promover arte urbano otorgar él experiencia humano sitio,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"📷 @esdrascastillo ・・・
El Castillo de Chapultepec es una construcción palaciega en el centro del Bosque de Chapultepec situado en la Ciudad de México, a una elevación de 2325 metros sobre el nivel del mar. Fue construído por el virrey Bernardo de Gálvez y Madrid sobre el cerro del Chapulín.
・・・
¿Qué dices? ¿Vamos este fin? 😉
・・・ #MexicoCity #Loves_Mexico #Chapultepec #CastilloDeChapultepec #inspiration #instagood","el castillo de chapultepec es una construccion palaciega en el centro del bosque de chapultepec situado en la ciudad de mexico a una elevacion de 2325 metros sobre el nivel del mar fue construido por el virrey bernardo de galvez y madrid sobre el cerro del chapulin

que dices vamos este fin 
 mexico city loves mexico chap ul te pec castillo de chap ul te pec inspiration insta good",construccion palaciego centro bosque chapultepec situado ciudad elevacion metro nivel mar construir virrey bernardo galvez madrid cerro chapulin decir city loves mexico castillo chap inspiration instar good,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1,,,
"@ectagono e​s un nuevo paradigma para habitar la ciudad en donde se impulsa la vinculación de emprendedores, expertos y líderes en temas de medioambiente, bienestar, sociedad, cultura y tecnología. ¿Ya los conoces? 😉",es un nuevo paradigma para habitar la ciudad en donde se impulsa la vinculacion de emprendedores expertos y lideres en temas de medioambiente bienestar sociedad cultura y tecnologia ya los conoces,paradigma habitar ciudad impulsar vinculacion emprendedor experto lider tema medioambiente bienestar sociedad cultura tecnologia conocer,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1,,,
"📱@arkicla
・・・
El Museo Nacional de Arte de México está localizado en el Centro Histórico de la Ciudad de México y está ubicado en un edificio de la calle Tacuba, en la plaza Manuel Tolsá.
・・・
Y tú… ¿Ya lo conoces? 🙂¡Visítalo! ... 🙂
・・・
📍Calle de Tacuba 8, Centro Histórico
・・・ #MexicoCity #Loves_Mexico #Munal #ConoceUnMuseo #museum #mexinstantes #mx #vamosmexico #instagood","el museo nacional de arte de mexico esta localizado en el centro historico de la ciudad de mexico y esta ubicado en un edificio de la calle tacuba en la plaza manuel tolsa

y tu ya lo conoces visitalo  

calle de tacuba 8 centro historico
 mexico city loves mexico mun al cono c eun museo museum mex instant es mx v amos mexico insta good",nacional arte localizado ciudad ubicado edificio plaza manuel tolsa conocer visitalo calle tacuba centro historico city loves mun cono eun museo museum mex instant amo mexico instar good,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
@casajacarandamx te ofrece una experiencia única en la que podrás tomar clases de cocina con todos los ingredientes tradicionales de la comida mexicana con Beto Estúa y Jorge Fitz. ¿Ya los conoces? 😉,te ofrece una experiencia unica en la que podras tomar clases de cocina con todos los ingredientes tradicionales de la comida mexicana con beto estua y jorge fitz ya los conoces,ofrecer experiencia unico tomar clase cocina ingrediente tradicional comida mexicano beto estua jorge fitz conocer,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
